tender_id,project_name,sector,region,country,subregion,value_usd_m,bid_deadline,client,project_start_date,duration_months,esg_requirements,risk_factors,procurement_type,project_complexity,project_scale,description
tid-20620,"power plant in argentina, argentina",education,latin america,argentina,argentina,969.84,2027-06-08,corporate,2030-01-07,54,carbon neutrality,regulatory changes,epc,medium,large,"open tender for a education large-scale project: data center in argentina, argentina. requires sustainable materials."
tid-20621,"port in rio de janeiro, brazil",energy,latin america,brazil,rio de janeiro,826.01,2028-03-23,ngo,2027-04-30,14,water conservation,environmental concerns,selective bid,medium,large,"open tender for a energy large-scale project: university campus in rio de janeiro, brazil. requires sustainable materials."
tid-20622,"metro system in delhi, india",residential,asia-pacific,india,delhi,150.93,2027-01-22,international agency,2027-03-07,45,carbon neutrality,unknown,selective bid,high,medium,"open tender for a residential medium-scale project: data center in delhi, india. requires local labor."
tid-20623,"power plant in south korea, south korea",utilities,asia-pacific,south korea,south korea,46.43,2028-02-12,international agency,2026-05-21,65,unknown,regulatory changes,open bid,medium,small,"open tender for a utilities small-scale project: school in south korea, south korea. requires modular construction."
tid-20624,"railway in saudi arabia, saudi arabia",utilities,middle east,saudi arabia,saudi arabia,190.66,2025-10-11,international agency,2027-01-12,81,carbon neutrality,regulatory changes,design-build,high,medium,"open tender for a utilities medium-scale project: solar plant in saudi arabia, saudi arabia. requires modular construction."
tid-20625,"railway in argentina, argentina",energy,latin america,argentina,argentina,2422.57875,2028-05-25,corporate,2028-04-15,12,water conservation,environmental concerns,negotiated contract,medium,mega,"open tender for a energy mega-scale project: railway in argentina, argentina. requires modular construction."
tid-20626,"metro system in northern ireland, uk",infrastructure,europe,uk,northern ireland,57.23,2026-09-30,international agency,2027-02-04,36,waste reduction,supply chain delays,open bid,low,medium,"open tender for a infrastructure medium-scale project: wind farm in northern ireland, uk. requires bim integration."
tid-20627,"railway in illinois, usa",industrial,north america,usa,illinois,144.67,2026-04-12,state-owned enterprise,2029-07-11,35,community engagement,regulatory changes,epc,low,medium,"open tender for a industrial medium-scale project: wind farm in illinois, usa. requires smart city tech."
tid-20628,"high-rise building in western australia, australia",commercial,asia-pacific,australia,western australia,251.27,2027-08-20,municipality,2028-12-17,57,waste reduction,regulatory changes,design-build,medium,large,"open tender for a commercial large-scale project: warehouse in western australia, australia. requires modular construction."
tid-20629,"metro system in sweden, sweden",infrastructure,europe,sweden,sweden,851.79,2026-10-31,municipality,2026-05-28,80,community engagement,regulatory changes,selective bid,high,large,"open tender for a infrastructure large-scale project: high-rise building in sweden, sweden. requires sustainable materials."
tid-20630,"university campus in france, france",transportation,europe,france,france,58.27,2025-06-02,state-owned enterprise,2029-06-11,84,carbon neutrality,labor shortages,design-build,low,medium,"open tender for a transportation medium-scale project: power plant in france, france. requires smart city tech."
tid-20631,"dam in argentina, argentina",energy,latin america,argentina,argentina,7.04,2027-03-16,government,2026-10-02,12,waste reduction,unknown,epc,high,small,"open tender for a energy small-scale project: wind farm in argentina, argentina. requires local labor."
tid-20632,"stadium in venezuela, venezuela",education,latin america,venezuela,venezuela,2422.57875,2025-09-30,international agency,2028-01-05,23,green building,environmental concerns,negotiated contract,medium,mega,"open tender for a education mega-scale project: dam in venezuela, venezuela. requires sustainable materials."
tid-20633,"bridge in spain, spain",utilities,europe,spain,spain,961.23,2028-02-26,government,2028-11-25,24,community engagement,geopolitical risks,epc,medium,large,"open tender for a utilities large-scale project: residential complex in spain, spain. requires modular construction."
tid-20634,"high-rise building in victoria, australia",energy,australia,australia,victoria,30.37,2027-06-05,government,2028-09-02,96,renewable energy,unknown,selective bid,medium,small,"open tender for a energy small-scale project: wind farm in victoria, australia. requires advanced engineering."
tid-20635,"highway in kuwait, kuwait",residential,middle east,kuwait,kuwait,176.77,2025-11-16,public-private partnership,2026-06-10,57,waste reduction,labor shortages,epc,high,medium,"open tender for a residential medium-scale project: wind farm in kuwait, kuwait. requires smart city tech."
tid-20636,"power plant in sweden, sweden",commercial,europe,sweden,sweden,41.16,2026-01-19,public-private partnership,2029-02-24,59,unknown,geopolitical risks,epc,low,small,"open tender for a commercial small-scale project: residential complex in sweden, sweden. requires smart city tech."
tid-20637,"port in western cape, south africa",commercial,africa,south africa,western cape,43.37,2026-02-07,government,2028-12-09,64,renewable energy,geopolitical risks,negotiated contract,high,small,"open tender for a commercial small-scale project: highway in western cape, south africa. requires modular construction."
tid-20638,"smart city in oman, oman",utilities,middle east,oman,oman,18.38,2027-02-10,ngo,2028-08-30,7,unknown,regulatory changes,open bid,medium,small,"open tender for a utilities small-scale project: residential complex in oman, oman. requires smart city tech."
tid-20639,"power plant in quebec, canada",education,north america,canada,quebec,2422.57875,2026-12-18,international agency,2029-04-30,18,community engagement,geopolitical risks,epc,low,mega,"open tender for a education mega-scale project: bridge in quebec, canada. requires bim integration."
tid-20640,"metro system in victoria, australia",commercial,australia,australia,victoria,9.97,2027-12-01,state-owned enterprise,2026-08-15,78,community engagement,cost overruns,epc,medium,small,"open tender for a commercial small-scale project: high-rise building in victoria, australia. requires local labor."
tid-20641,"highway in peru, peru",commercial,latin america,peru,peru,146.22,2027-03-04,municipality,2026-09-27,27,green building,geopolitical risks,negotiated contract,high,medium,"open tender for a commercial medium-scale project: highway in peru, peru. requires local labor."
tid-20642,"railway in mexico, mexico",education,north america,mexico,mexico,2422.57875,2028-03-03,state-owned enterprise,2028-09-26,21,water conservation,regulatory changes,selective bid,medium,mega,"open tender for a education mega-scale project: hospital in mexico, mexico. requires sustainable materials."
tid-20643,"power plant in queensland, australia",residential,australia,australia,queensland,665.68,2027-08-22,ngo,2027-04-24,25,water conservation,geopolitical risks,open bid,medium,large,"open tender for a residential large-scale project: highway in queensland, australia. requires advanced engineering."
tid-20644,"high-rise building in western australia, australia",energy,australia,australia,western australia,16.16,2026-01-08,state-owned enterprise,2026-01-27,70,renewable energy,environmental concerns,design-build,medium,small,"open tender for a energy small-scale project: shopping mall in western australia, australia. requires bim integration."
tid-20645,"stadium in ontario, canada",energy,north america,canada,ontario,2422.57875,2027-07-11,public-private partnership,2028-08-18,28,unknown,supply chain delays,open bid,low,mega,"open tender for a energy mega-scale project: power plant in ontario, canada. requires sustainable materials."
tid-20646,"airport in são paulo, brazil",residential,latin america,brazil,são paulo,19.66,2027-08-08,international agency,2030-05-05,14,carbon neutrality,cost overruns,negotiated contract,high,small,"open tender for a residential small-scale project: airport in são paulo, brazil. requires smart city tech."
tid-20647,"wind farm in spain, spain",residential,europe,spain,spain,232.72,2026-04-10,corporate,2027-04-06,53,renewable energy,supply chain delays,selective bid,low,large,"open tender for a residential large-scale project: solar plant in spain, spain. requires sustainable materials."
tid-20648,"data center in argentina, argentina",healthcare,latin america,argentina,argentina,490.58,2025-07-15,private developer,2026-05-30,48,carbon neutrality,labor shortages,design-build,low,large,"open tender for a healthcare large-scale project: railway in argentina, argentina. requires smart city tech."
tid-20649,"dam in algeria, algeria",commercial,africa,algeria,algeria,2422.57875,2026-08-05,government,2026-01-05,42,community engagement,geopolitical risks,negotiated contract,low,mega,"open tender for a commercial mega-scale project: metro system in algeria, algeria. requires bim integration."
tid-20650,"oil pipeline in new south wales, australia",commercial,australia,australia,new south wales,2422.57875,2025-11-04,government,2027-10-17,8,community engagement,unknown,selective bid,medium,mega,"open tender for a commercial mega-scale project: railway in new south wales, australia. requires sustainable materials."
tid-20651,"highway in colombia, colombia",healthcare,latin america,colombia,colombia,160.08,2027-10-06,state-owned enterprise,2025-10-30,41,waste reduction,unknown,design-build,medium,medium,"open tender for a healthcare medium-scale project: stadium in colombia, colombia. requires local labor."
tid-20652,"warehouse in western cape, south africa",industrial,africa,south africa,western cape,21.56,2027-08-24,state-owned enterprise,2027-10-11,54,unknown,labor shortages,selective bid,medium,small,"open tender for a industrial small-scale project: port in western cape, south africa. requires smart city tech."
tid-20653,"solar plant in western australia, australia",education,australia,australia,western australia,20.45,2026-10-04,government,2026-04-09,43,community engagement,labor shortages,epc,high,small,"open tender for a education small-scale project: airport in western australia, australia. requires advanced engineering."
tid-20654,"hospital in algeria, algeria",commercial,africa,algeria,algeria,498.61,2025-09-13,international agency,2026-04-30,76,green building,unknown,negotiated contract,low,large,"open tender for a commercial large-scale project: university campus in algeria, algeria. requires sustainable materials."
tid-20655,"port in quebec, canada",utilities,north america,canada,quebec,2422.57875,2027-09-01,state-owned enterprise,2028-08-14,79,water conservation,environmental concerns,selective bid,high,mega,"open tender for a utilities mega-scale project: solar plant in quebec, canada. requires bim integration."
tid-20656,"refinery in venezuela, venezuela",healthcare,latin america,venezuela,venezuela,1536.5,2026-11-26,ngo,2026-05-05,75,water conservation,geopolitical risks,negotiated contract,medium,mega,"open tender for a healthcare mega-scale project: highway in venezuela, venezuela. requires sustainable materials."
tid-20657,"high-rise building in california, usa",utilities,north america,usa,california,26.53,2026-08-14,public-private partnership,2028-03-18,52,carbon neutrality,supply chain delays,open bid,medium,small,"open tender for a utilities small-scale project: residential complex in california, usa. requires sustainable materials."
tid-20658,"power plant in france, france",utilities,europe,france,france,967.59,2028-03-16,private developer,2028-01-18,45,green building,cost overruns,open bid,high,large,"open tender for a utilities large-scale project: school in france, france. requires sustainable materials."
tid-20659,"smart city in singapore, singapore",transportation,asia-pacific,singapore,singapore,825.7,2025-11-20,state-owned enterprise,2028-12-16,29,renewable energy,labor shortages,design-build,medium,large,"open tender for a transportation large-scale project: warehouse in singapore, singapore. requires sustainable materials."
tid-20660,"metro system in uae, uae",industrial,middle east,uae,uae,132.24,2027-12-05,ngo,2026-09-24,81,carbon neutrality,supply chain delays,epc,medium,medium,"open tender for a industrial medium-scale project: metro system in uae, uae. requires sustainable materials."
tid-20661,"refinery in colombia, colombia",commercial,latin america,colombia,colombia,2422.57875,2025-09-17,public-private partnership,2028-06-23,96,green building,labor shortages,epc,high,mega,"open tender for a commercial mega-scale project: power plant in colombia, colombia. requires smart city tech."
tid-20662,"shopping mall in nigeria, nigeria",residential,africa,nigeria,nigeria,46.72,2027-09-26,international agency,2029-03-15,47,renewable energy,labor shortages,design-build,low,small,"open tender for a residential small-scale project: wind farm in nigeria, nigeria. requires sustainable materials."
tid-20663,"hospital in poland, poland",healthcare,europe,poland,poland,19.44,2027-06-22,private developer,2029-08-02,65,waste reduction,labor shortages,epc,low,small,"open tender for a healthcare small-scale project: residential complex in poland, poland. requires local labor."
tid-20664,"shopping mall in new south wales, australia",residential,australia,australia,new south wales,50.99,2028-03-13,international agency,2027-12-04,69,carbon neutrality,environmental concerns,epc,low,medium,"open tender for a residential medium-scale project: railway in new south wales, australia. requires advanced engineering."
tid-20665,"warehouse in italy, italy",education,europe,italy,italy,87.01,2026-02-12,utility company,2029-01-03,26,carbon neutrality,geopolitical risks,epc,low,medium,"open tender for a education medium-scale project: high-rise building in italy, italy. requires smart city tech."
tid-20666,"high-rise building in alberta, canada",industrial,north america,canada,alberta,274.98,2026-09-27,corporate,2026-12-21,37,green building,environmental concerns,selective bid,low,large,"open tender for a industrial large-scale project: data center in alberta, canada. requires modular construction."
tid-20667,"data center in argentina, argentina",utilities,latin america,argentina,argentina,145.92,2026-08-12,international agency,2028-10-13,55,green building,labor shortages,epc,medium,medium,"open tender for a utilities medium-scale project: metro system in argentina, argentina. requires bim integration."
tid-20668,"university campus in queensland, australia",transportation,australia,australia,queensland,6.99,2028-03-23,international agency,2028-08-16,60,community engagement,unknown,open bid,low,small,"open tender for a transportation small-scale project: bridge in queensland, australia. requires modular construction."
tid-20669,"stadium in gauteng, south africa",energy,africa,south africa,gauteng,182.5,2026-03-13,international agency,2028-07-12,13,waste reduction,regulatory changes,open bid,low,medium,"open tender for a energy medium-scale project: school in gauteng, south africa. requires modular construction."
tid-20670,"water treatment plant in victoria, australia",energy,australia,australia,victoria,2232.49,2026-08-30,government,2026-09-22,20,unknown,supply chain delays,negotiated contract,low,mega,"open tender for a energy mega-scale project: port in victoria, australia. requires advanced engineering."
tid-20671,"stadium in uae, uae",commercial,middle east,uae,uae,1749.27,2027-09-30,public-private partnership,2026-03-17,25,water conservation,cost overruns,negotiated contract,low,mega,"open tender for a commercial mega-scale project: solar plant in uae, uae. requires sustainable materials."
tid-20672,"metro system in egypt, egypt",infrastructure,africa,egypt,egypt,22.51,2025-07-31,ngo,2027-07-04,32,waste reduction,geopolitical risks,epc,low,small,"open tender for a infrastructure small-scale project: refinery in egypt, egypt. requires advanced engineering."
tid-20673,"refinery in egypt, egypt",residential,africa,egypt,egypt,42.89,2027-12-17,international agency,2029-03-06,81,carbon neutrality,environmental concerns,open bid,low,small,"open tender for a residential small-scale project: water treatment plant in egypt, egypt. requires smart city tech."
tid-20674,"warehouse in western australia, australia",residential,australia,australia,western australia,976.96,2027-10-29,corporate,2029-07-28,28,community engagement,labor shortages,epc,low,large,"open tender for a residential large-scale project: port in western australia, australia. requires modular construction."
tid-20675,"highway in colombia, colombia",residential,latin america,colombia,colombia,187.62,2026-11-24,international agency,2029-10-14,20,renewable energy,labor shortages,negotiated contract,medium,medium,"open tender for a residential medium-scale project: dam in colombia, colombia. requires modular construction."
tid-20676,"metro system in germany, germany",utilities,europe,germany,germany,21.95,2027-01-19,utility company,2028-09-27,52,carbon neutrality,regulatory changes,epc,high,small,"open tender for a utilities small-scale project: smart city in germany, germany. requires modular construction."
tid-20677,"solar plant in northern ireland, uk",industrial,europe,uk,northern ireland,247.61,2025-06-27,corporate,2026-05-29,24,community engagement,unknown,design-build,high,large,"open tender for a industrial large-scale project: stadium in northern ireland, uk. requires advanced engineering."
tid-20678,"warehouse in rio de janeiro, brazil",transportation,latin america,brazil,rio de janeiro,14.18,2026-02-07,ngo,2028-04-23,22,unknown,labor shortages,design-build,medium,small,"open tender for a transportation small-scale project: stadium in rio de janeiro, brazil. requires smart city tech."
tid-20679,"bridge in victoria, australia",energy,asia-pacific,australia,victoria,255.61,2026-12-30,international agency,2026-06-18,44,green building,supply chain delays,open bid,low,large,"open tender for a energy large-scale project: residential complex in victoria, australia. requires sustainable materials."
tid-20680,"metro system in saudi arabia, saudi arabia",commercial,middle east,saudi arabia,saudi arabia,2422.57875,2026-02-10,international agency,2025-11-11,20,waste reduction,labor shortages,epc,low,mega,"open tender for a commercial mega-scale project: warehouse in saudi arabia, saudi arabia. requires local labor."
tid-20681,"metro system in chile, chile",utilities,latin america,chile,chile,772.6,2027-08-27,private developer,2026-09-27,39,community engagement,cost overruns,design-build,medium,large,"open tender for a utilities large-scale project: refinery in chile, chile. requires smart city tech."
tid-20682,"residential complex in france, france",residential,europe,france,france,779.81,2026-08-12,public-private partnership,2027-12-13,14,green building,unknown,design-build,high,large,"open tender for a residential large-scale project: smart city in france, france. requires modular construction."
tid-20683,"bridge in peru, peru",education,latin america,peru,peru,783.38,2027-08-06,utility company,2026-10-30,81,community engagement,cost overruns,negotiated contract,low,large,"open tender for a education large-scale project: dam in peru, peru. requires bim integration."
tid-20684,"metro system in malaysia, malaysia",energy,asia-pacific,malaysia,malaysia,2422.57875,2027-10-26,public-private partnership,2027-05-20,55,community engagement,environmental concerns,negotiated contract,low,mega,"open tender for a energy mega-scale project: oil pipeline in malaysia, malaysia. requires local labor."
tid-20685,"power plant in netherlands, netherlands",residential,europe,netherlands,netherlands,16.81,2027-06-20,ngo,2026-05-22,21,carbon neutrality,unknown,design-build,high,small,"open tender for a residential small-scale project: railway in netherlands, netherlands. requires local labor."
tid-20686,"hospital in egypt, egypt",healthcare,africa,egypt,egypt,221.6,2025-07-31,government,2025-11-18,21,green building,geopolitical risks,selective bid,high,large,"open tender for a healthcare large-scale project: dam in egypt, egypt. requires bim integration."
tid-20687,"dam in washington, usa",commercial,north america,usa,washington,117.82,2027-11-01,government,2025-08-31,21,waste reduction,supply chain delays,design-build,low,medium,"open tender for a commercial medium-scale project: residential complex in washington, usa. requires smart city tech."
tid-20688,"university campus in washington, usa",commercial,north america,usa,washington,60.27,2026-09-19,international agency,2026-11-20,78,water conservation,unknown,selective bid,high,medium,"open tender for a commercial medium-scale project: airport in washington, usa. requires smart city tech."
tid-20689,"bridge in victoria, australia",residential,australia,australia,victoria,410.35,2028-03-17,public-private partnership,2030-05-08,20,green building,geopolitical risks,negotiated contract,high,large,"open tender for a residential large-scale project: water treatment plant in victoria, australia. requires sustainable materials."
tid-20690,"port in argentina, argentina",energy,latin america,argentina,argentina,2422.57875,2027-03-15,corporate,2025-08-04,88,water conservation,unknown,negotiated contract,low,mega,"open tender for a energy mega-scale project: university campus in argentina, argentina. requires sustainable materials."
tid-20691,"data center in germany, germany",utilities,europe,germany,germany,464.79,2027-04-27,international agency,2030-04-09,22,waste reduction,labor shortages,selective bid,medium,large,"open tender for a utilities large-scale project: hospital in germany, germany. requires modular construction."
tid-20692,"data center in northern ireland, uk",infrastructure,europe,uk,northern ireland,43.86,2026-09-18,municipality,2028-09-10,59,water conservation,labor shortages,design-build,high,small,"open tender for a infrastructure small-scale project: high-rise building in northern ireland, uk. requires modular construction."
tid-20693,"solar plant in france, france",healthcare,europe,france,france,14.66,2027-03-28,municipality,2029-02-09,16,waste reduction,supply chain delays,open bid,medium,small,"open tender for a healthcare small-scale project: airport in france, france. requires bim integration."
tid-20694,"dam in tamil nadu, india",industrial,asia-pacific,india,tamil nadu,713.98,2026-03-09,international agency,2027-09-11,27,community engagement,unknown,open bid,low,large,"open tender for a industrial large-scale project: solar plant in tamil nadu, india. requires local labor."
tid-20695,"data center in western australia, australia",healthcare,asia-pacific,australia,western australia,2422.57875,2025-07-10,corporate,2029-10-19,59,water conservation,regulatory changes,open bid,medium,mega,"open tender for a healthcare mega-scale project: metro system in western australia, australia. requires modular construction."
tid-20696,"airport in argentina, argentina",industrial,latin america,argentina,argentina,37.65,2026-03-30,government,2027-07-12,85,community engagement,supply chain delays,design-build,medium,small,"open tender for a industrial small-scale project: power plant in argentina, argentina. requires local labor."
tid-20697,"railway in saudi arabia, saudi arabia",residential,middle east,saudi arabia,saudi arabia,164.72,2027-08-06,government,2027-06-07,11,carbon neutrality,labor shortages,selective bid,medium,medium,"open tender for a residential medium-scale project: residential complex in saudi arabia, saudi arabia. requires local labor."
tid-20698,"shopping mall in queensland, australia",commercial,australia,australia,queensland,2095.52,2025-09-21,government,2030-01-27,8,water conservation,supply chain delays,open bid,medium,mega,"open tender for a commercial mega-scale project: railway in queensland, australia. requires advanced engineering."
tid-20699,"smart city in illinois, usa",healthcare,north america,usa,illinois,38.65,2025-12-14,utility company,2026-10-13,54,waste reduction,cost overruns,epc,high,small,"open tender for a healthcare small-scale project: wind farm in illinois, usa. requires advanced engineering."
tid-20700,"bridge in queensland, australia",energy,australia,australia,queensland,21.47,2027-06-09,private developer,2030-01-12,49,community engagement,cost overruns,negotiated contract,medium,small,"open tender for a energy small-scale project: high-rise building in queensland, australia. requires local labor."
tid-20701,"dam in queensland, australia",transportation,australia,australia,queensland,70.39,2025-12-22,corporate,2029-03-14,71,community engagement,unknown,epc,high,medium,"open tender for a transportation medium-scale project: university campus in queensland, australia. requires sustainable materials."
tid-20702,"oil pipeline in malaysia, malaysia",industrial,asia-pacific,malaysia,malaysia,136.17,2026-01-14,private developer,2029-02-22,73,community engagement,supply chain delays,design-build,medium,medium,"open tender for a industrial medium-scale project: bridge in malaysia, malaysia. requires bim integration."
tid-20703,"port in england, uk",energy,europe,uk,england,2154.15,2028-05-11,ngo,2029-06-11,34,green building,labor shortages,epc,high,mega,"open tender for a energy mega-scale project: railway in england, uk. requires advanced engineering."
tid-20704,"university campus in victoria, australia",commercial,asia-pacific,australia,victoria,19.69,2026-03-10,public-private partnership,2030-03-17,70,water conservation,supply chain delays,selective bid,medium,small,"open tender for a commercial small-scale project: railway in victoria, australia. requires local labor."
tid-20705,"port in japan, japan",transportation,asia-pacific,japan,japan,1933.74,2026-03-19,state-owned enterprise,2028-07-26,24,waste reduction,geopolitical risks,open bid,low,mega,"open tender for a transportation mega-scale project: oil pipeline in japan, japan. requires modular construction."
tid-20706,"oil pipeline in egypt, egypt",energy,africa,egypt,egypt,315.59,2026-10-31,government,2025-08-02,96,unknown,labor shortages,open bid,medium,large,"open tender for a energy large-scale project: power plant in egypt, egypt. requires modular construction."
tid-20707,"highway in uae, uae",commercial,middle east,uae,uae,490.04,2026-06-15,state-owned enterprise,2029-11-25,14,unknown,geopolitical risks,selective bid,medium,large,"open tender for a commercial large-scale project: water treatment plant in uae, uae. requires advanced engineering."
tid-20708,"high-rise building in oman, oman",industrial,middle east,oman,oman,990.94,2025-07-18,government,2030-01-05,62,community engagement,cost overruns,open bid,medium,large,"open tender for a industrial large-scale project: airport in oman, oman. requires bim integration."
tid-20709,"power plant in poland, poland",residential,europe,poland,poland,145.66,2026-10-05,corporate,2026-04-12,69,community engagement,supply chain delays,negotiated contract,medium,medium,"open tender for a residential medium-scale project: smart city in poland, poland. requires modular construction."
tid-20710,"warehouse in italy, italy",energy,europe,italy,italy,15.74,2027-02-22,private developer,2030-04-04,28,community engagement,cost overruns,selective bid,low,small,"open tender for a energy small-scale project: railway in italy, italy. requires local labor."
tid-20711,"shopping mall in peru, peru",education,latin america,peru,peru,8.91,2025-12-26,municipality,2027-10-01,87,community engagement,regulatory changes,open bid,low,small,"open tender for a education small-scale project: highway in peru, peru. requires smart city tech."
tid-20712,"high-rise building in germany, germany",residential,europe,germany,germany,2422.57875,2027-11-10,public-private partnership,2030-03-14,26,unknown,labor shortages,negotiated contract,high,mega,"open tender for a residential mega-scale project: refinery in germany, germany. requires sustainable materials."
tid-20713,"school in qatar, qatar",education,middle east,qatar,qatar,50.65,2027-03-24,international agency,2028-03-23,62,carbon neutrality,labor shortages,design-build,medium,medium,"open tender for a education medium-scale project: solar plant in qatar, qatar. requires sustainable materials."
tid-20714,"power plant in queensland, australia",utilities,asia-pacific,australia,queensland,93.24,2025-07-20,utility company,2030-01-23,8,renewable energy,supply chain delays,epc,low,medium,"open tender for a utilities medium-scale project: airport in queensland, australia. requires sustainable materials."
tid-20715,"data center in queensland, australia",infrastructure,australia,australia,queensland,91.08,2025-08-06,public-private partnership,2028-06-27,59,community engagement,environmental concerns,selective bid,medium,medium,"open tender for a infrastructure medium-scale project: oil pipeline in queensland, australia. requires advanced engineering."
tid-20716,"warehouse in quebec, canada",infrastructure,north america,canada,quebec,1280.77,2027-03-31,private developer,2027-01-12,48,water conservation,supply chain delays,design-build,medium,mega,"open tender for a infrastructure mega-scale project: port in quebec, canada. requires smart city tech."
tid-20717,"hospital in singapore, singapore",residential,asia-pacific,singapore,singapore,7.64,2027-05-07,utility company,2027-07-22,9,carbon neutrality,unknown,open bid,medium,small,"open tender for a residential small-scale project: shopping mall in singapore, singapore. requires sustainable materials."
tid-20718,"railway in western cape, south africa",transportation,africa,south africa,western cape,88.65,2025-10-09,ngo,2029-04-19,94,renewable energy,geopolitical risks,open bid,low,medium,"open tender for a transportation medium-scale project: school in western cape, south africa. requires advanced engineering."
tid-20719,"data center in qatar, qatar",education,middle east,qatar,qatar,910.13,2026-04-19,international agency,2027-01-09,84,unknown,cost overruns,epc,medium,large,"open tender for a education large-scale project: metro system in qatar, qatar. requires smart city tech."
tid-20720,"residential complex in saudi arabia, saudi arabia",residential,middle east,saudi arabia,saudi arabia,1548.49,2026-04-15,private developer,2029-11-02,12,green building,unknown,epc,high,mega,"open tender for a residential mega-scale project: dam in saudi arabia, saudi arabia. requires smart city tech."
tid-20721,"stadium in washington, usa",industrial,north america,usa,washington,2422.57875,2026-10-19,public-private partnership,2025-11-06,56,unknown,regulatory changes,epc,high,mega,"open tender for a industrial mega-scale project: smart city in washington, usa. requires local labor."
tid-20722,"oil pipeline in karnataka, india",residential,asia-pacific,india,karnataka,124.84,2026-01-18,utility company,2026-11-06,54,green building,regulatory changes,epc,medium,medium,"open tender for a residential medium-scale project: shopping mall in karnataka, india. requires modular construction."
tid-20723,"oil pipeline in kenya, kenya",transportation,africa,kenya,kenya,370.22,2025-09-08,utility company,2025-08-23,16,waste reduction,geopolitical risks,design-build,medium,large,"open tender for a transportation large-scale project: school in kenya, kenya. requires advanced engineering."
tid-20724,"railway in minas gerais, brazil",commercial,latin america,brazil,minas gerais,751.32,2026-08-13,international agency,2028-11-19,11,carbon neutrality,regulatory changes,design-build,high,large,"open tender for a commercial large-scale project: school in minas gerais, brazil. requires advanced engineering."
tid-20725,"stadium in new south wales, australia",industrial,australia,australia,new south wales,258.32,2025-07-06,public-private partnership,2026-02-17,91,unknown,labor shortages,open bid,high,large,"open tender for a industrial large-scale project: oil pipeline in new south wales, australia. requires modular construction."
tid-20726,"airport in morocco, morocco",education,africa,morocco,morocco,50.9,2027-04-22,government,2027-10-13,73,renewable energy,unknown,open bid,high,medium,"open tender for a education medium-scale project: solar plant in morocco, morocco. requires bim integration."
tid-20727,"refinery in egypt, egypt",industrial,africa,egypt,egypt,2422.57875,2027-05-04,utility company,2028-09-09,34,green building,unknown,open bid,high,mega,"open tender for a industrial mega-scale project: railway in egypt, egypt. requires sustainable materials."
tid-20728,"residential complex in quebec, canada",education,north america,canada,quebec,53.06,2025-12-24,utility company,2028-02-24,82,unknown,labor shortages,negotiated contract,high,medium,"open tender for a education medium-scale project: smart city in quebec, canada. requires modular construction."
tid-20729,"highway in illinois, usa",education,north america,usa,illinois,1857.31,2028-05-12,corporate,2030-03-29,91,renewable energy,cost overruns,selective bid,high,mega,"open tender for a education mega-scale project: water treatment plant in illinois, usa. requires advanced engineering."
tid-20730,"wind farm in algeria, algeria",commercial,africa,algeria,algeria,110.93,2028-04-21,international agency,2028-07-17,45,carbon neutrality,cost overruns,open bid,high,medium,"open tender for a commercial medium-scale project: highway in algeria, algeria. requires local labor."
tid-20731,"airport in nigeria, nigeria",residential,africa,nigeria,nigeria,248.87,2027-03-21,government,2027-04-13,49,renewable energy,supply chain delays,selective bid,medium,large,"open tender for a residential large-scale project: hospital in nigeria, nigeria. requires smart city tech."
tid-20732,"oil pipeline in uae, uae",commercial,middle east,uae,uae,2395.08,2027-04-21,private developer,2028-06-08,58,community engagement,supply chain delays,epc,high,mega,"open tender for a commercial mega-scale project: data center in uae, uae. requires local labor."
tid-20733,"university campus in uae, uae",utilities,middle east,uae,uae,376.37,2026-08-07,municipality,2030-05-12,33,renewable energy,unknown,open bid,high,large,"open tender for a utilities large-scale project: railway in uae, uae. requires smart city tech."
tid-20734,"bridge in nigeria, nigeria",infrastructure,africa,nigeria,nigeria,2422.57875,2026-05-09,public-private partnership,2028-01-03,34,waste reduction,unknown,design-build,low,mega,"open tender for a infrastructure mega-scale project: dam in nigeria, nigeria. requires sustainable materials."
tid-20735,"highway in oman, oman",utilities,middle east,oman,oman,773.25,2026-12-17,government,2025-11-25,90,community engagement,environmental concerns,design-build,high,large,"open tender for a utilities large-scale project: bridge in oman, oman. requires smart city tech."
tid-20736,"airport in texas, usa",industrial,north america,usa,texas,347.18,2026-03-19,ngo,2025-06-09,76,carbon neutrality,supply chain delays,negotiated contract,low,large,"open tender for a industrial large-scale project: hospital in texas, usa. requires advanced engineering."
tid-20737,"power plant in uae, uae",energy,middle east,uae,uae,2422.57875,2027-10-15,municipality,2029-12-23,13,water conservation,supply chain delays,open bid,high,mega,"open tender for a energy mega-scale project: refinery in uae, uae. requires modular construction."
tid-20738,"solar plant in peru, peru",commercial,latin america,peru,peru,456.87,2026-06-09,state-owned enterprise,2026-09-16,30,renewable energy,supply chain delays,negotiated contract,medium,large,"open tender for a commercial large-scale project: power plant in peru, peru. requires local labor."
tid-20739,"airport in france, france",energy,europe,france,france,11.9,2026-05-16,international agency,2027-05-25,43,green building,geopolitical risks,epc,high,small,"open tender for a energy small-scale project: oil pipeline in france, france. requires advanced engineering."
tid-20740,"smart city in ontario, canada",education,north america,canada,ontario,77.55,2028-03-06,ngo,2028-09-04,16,waste reduction,cost overruns,epc,high,medium,"open tender for a education medium-scale project: data center in ontario, canada. requires local labor."
