win_id,company,project_name,sector,region,country,subregion,value_usd_m,award_date,client,project_duration_months,esg_compliance,contract_type,completion_status,project_scale,description
win-20591,pcl construction,"metro system in florida, usa",residential,north america,usa,florida,262.32,2024-10-29,state-owned enterprise,65,carbon neutrality,cost-plus,on track,medium,"pcl construction secured a residential medium-scale contract to build a school in florida, usa. project emphasizes innovation."
win-20592,vinci,"bridge in france, france",healthcare,europe,france,france,3195.33,2023-07-31,utility company,81,renewable energy,lump sum,cancelled,mega,"vinci secured a healthcare mega-scale contract to build a residential complex in france, france. project emphasizes digitalization."
win-20593,aecom,"solar plant in venezuela, venezuela",residential,latin america,venezuela,venezuela,10.73,2020-10-02,private developer,83,renewable energy,fixed-price,cancelled,small,"aecom secured a residential small-scale contract to build a solar plant in venezuela, venezuela. project emphasizes digitalization."
win-20594,vinci,"port in mexico, mexico",commercial,north america,mexico,mexico,4752.93,2023-10-08,utility company,72,green building,fixed-price,completed,mega,"vinci secured a commercial mega-scale contract to build a airport in mexico, mexico. project emphasizes innovation."
win-20595,whiting-turner,"university campus in victoria, australia",energy,australia,australia,victoria,1253.03,2020-06-22,international agency,56,carbon neutrality,fixed-price,on hold,large,"whiting-turner secured a energy large-scale contract to build a residential complex in victoria, australia. project emphasizes sustainability."
win-20596,kajima corporation,"power plant in france, france",residential,europe,france,france,63.6,2022-10-30,public-private partnership,59,carbon neutrality,fixed-price,on track,small,"kajima corporation secured a residential small-scale contract to build a school in france, france. project emphasizes community impact."
win-20597,salini impregilo,"school in delhi, india",healthcare,asia-pacific,india,delhi,206.05,2022-01-26,state-owned enterprise,48,community engagement,time and materials,delayed,medium,"salini impregilo secured a healthcare medium-scale contract to build a bridge in delhi, india. project emphasizes community impact."
win-20598,skanska,"high-rise building in victoria, australia",healthcare,australia,australia,victoria,63.52,2020-10-21,government,46,water conservation,fixed-price,completed,small,"skanska secured a healthcare small-scale contract to build a solar plant in victoria, australia. project emphasizes sustainability."
win-20599,skanska,"hospital in uae, uae",residential,middle east,uae,uae,451.99,2022-10-18,international agency,26,waste reduction,unit price,on hold,medium,"skanska secured a residential medium-scale contract to build a hospital in uae, uae. project emphasizes sustainability."
win-20600,obayashi corporation,"dam in germany, germany",education,europe,germany,germany,4019.42,2024-08-11,corporate,44,waste reduction,lump sum,on hold,mega,"obayashi corporation secured a education mega-scale contract to build a wind farm in germany, germany. project emphasizes sustainability."
win-20601,balfour beatty,"shopping mall in sweden, sweden",utilities,europe,sweden,sweden,99.02,2020-07-17,international agency,76,renewable energy,fixed-price,completed,small,"balfour beatty secured a utilities small-scale contract to build a wind farm in sweden, sweden. project emphasizes community impact."
win-20602,larsen & toubro,"stadium in saudi arabia, saudi arabia",transportation,middle east,saudi arabia,saudi arabia,321.06,2022-07-04,government,77,waste reduction,unit price,delayed,medium,"larsen & toubro secured a transportation medium-scale contract to build a high-rise building in saudi arabia, saudi arabia. project emphasizes innovation."
win-20603,dragados,"smart city in western cape, south africa",utilities,africa,south africa,western cape,26.4,2020-06-12,international agency,68,waste reduction,cost-plus,completed,small,"dragados secured a utilities small-scale contract to build a power plant in western cape, south africa. project emphasizes digitalization."
win-20604,cpb contractors,"power plant in south korea, south korea",education,asia-pacific,south korea,south korea,377.21,2021-03-28,government,82,carbon neutrality,time and materials,on hold,medium,"cpb contractors secured a education medium-scale contract to build a oil pipeline in south korea, south korea. project emphasizes digitalization."
win-20605,hyundai e&c,"wind farm in poland, poland",education,europe,poland,poland,6024.6849999999995,2022-05-28,government,71,community engagement,unit price,cancelled,mega,"hyundai e&c secured a education mega-scale contract to build a data center in poland, poland. project emphasizes digitalization."
win-20606,bechtel,"smart city in colombia, colombia",healthcare,latin america,colombia,colombia,3644.34,2020-06-26,public-private partnership,57,carbon neutrality,time and materials,on hold,mega,"bechtel secured a healthcare mega-scale contract to build a solar plant in colombia, colombia. project emphasizes community impact."
win-20607,jacobs,"data center in washington, usa",education,north america,usa,washington,40.74,2025-01-24,state-owned enterprise,84,renewable energy,cost-plus,delayed,small,"jacobs secured a education small-scale contract to build a water treatment plant in washington, usa. project emphasizes safety."
win-20608,mccarthy,"wind farm in france, france",industrial,europe,france,france,211.12,2022-03-30,state-owned enterprise,37,waste reduction,cost-plus,on track,medium,"mccarthy secured a industrial medium-scale contract to build a metro system in france, france. project emphasizes community impact."
win-20609,cpb contractors,"high-rise building in mexico, mexico",healthcare,north america,mexico,mexico,1062.0,2025-03-12,municipality,58,community engagement,unit price,completed,large,"cpb contractors secured a healthcare large-scale contract to build a solar plant in mexico, mexico. project emphasizes safety."
win-20610,pcl construction,"metro system in victoria, australia",commercial,australia,australia,victoria,1405.74,2022-03-31,municipality,13,unknown,time and materials,delayed,large,"pcl construction secured a commercial large-scale contract to build a warehouse in victoria, australia. project emphasizes community impact."
win-20611,bechtel,"hospital in kuwait, kuwait",industrial,middle east,kuwait,kuwait,424.22,2021-07-13,international agency,55,renewable energy,unit price,on track,medium,"bechtel secured a industrial medium-scale contract to build a university campus in kuwait, kuwait. project emphasizes community impact."
win-20612,laing o’rourke,"solar plant in alberta, canada",education,north america,canada,alberta,376.5,2024-06-29,corporate,11,community engagement,cost-plus,cancelled,medium,"laing o’rourke secured a education medium-scale contract to build a refinery in alberta, canada. project emphasizes innovation."
win-20613,mccarthy,"shopping mall in indonesia, indonesia",energy,asia-pacific,indonesia,indonesia,6024.6849999999995,2020-06-04,international agency,17,community engagement,cost-plus,on hold,mega,"mccarthy secured a energy mega-scale contract to build a data center in indonesia, indonesia. project emphasizes innovation."
win-20614,china state construction,"high-rise building in japan, japan",energy,asia-pacific,japan,japan,77.28,2022-11-11,private developer,36,carbon neutrality,fixed-price,on track,small,"china state construction secured a energy small-scale contract to build a airport in japan, japan. project emphasizes community impact."
win-20615,turner construction,"oil pipeline in nigeria, nigeria",residential,africa,nigeria,nigeria,283.64,2021-06-07,international agency,71,green building,cost-plus,delayed,medium,"turner construction secured a residential medium-scale contract to build a refinery in nigeria, nigeria. project emphasizes safety."
win-20616,leighton asia,"power plant in british columbia, canada",residential,north america,canada,british columbia,639.72,2022-02-17,state-owned enterprise,19,carbon neutrality,lump sum,completed,large,"leighton asia secured a residential large-scale contract to build a school in british columbia, canada. project emphasizes digitalization."
win-20617,mccarthy,"hospital in poland, poland",energy,europe,poland,poland,36.17,2023-10-22,private developer,23,community engagement,fixed-price,completed,small,"mccarthy secured a energy small-scale contract to build a metro system in poland, poland. project emphasizes community impact."
win-20618,whiting-turner,"data center in mexico, mexico",transportation,north america,mexico,mexico,6024.6849999999995,2024-08-05,municipality,23,unknown,unit price,on hold,mega,"whiting-turner secured a transportation mega-scale contract to build a dam in mexico, mexico. project emphasizes community impact."
win-20619,kajima corporation,"oil pipeline in argentina, argentina",residential,latin america,argentina,argentina,5448.14,2024-08-06,government,62,carbon neutrality,time and materials,on hold,mega,"kajima corporation secured a residential mega-scale contract to build a warehouse in argentina, argentina. project emphasizes safety."
win-20620,hochtief,"oil pipeline in uae, uae",infrastructure,middle east,uae,uae,342.68,2024-02-22,international agency,14,green building,cost-plus,cancelled,medium,"hochtief secured a infrastructure medium-scale contract to build a power plant in uae, uae. project emphasizes sustainability."
win-20621,kajima corporation,"oil pipeline in sweden, sweden",healthcare,europe,sweden,sweden,317.11,2023-09-26,ngo,33,unknown,time and materials,on hold,medium,"kajima corporation secured a healthcare medium-scale contract to build a school in sweden, sweden. project emphasizes safety."
win-20622,leighton asia,"wind farm in netherlands, netherlands",residential,europe,netherlands,netherlands,60.38,2022-09-13,private developer,10,green building,fixed-price,completed,small,"leighton asia secured a residential small-scale contract to build a oil pipeline in netherlands, netherlands. project emphasizes digitalization."
win-20623,turner construction,"solar plant in northern ireland, uk",transportation,europe,uk,northern ireland,6024.6849999999995,2024-11-29,corporate,9,renewable energy,unit price,on hold,mega,"turner construction secured a transportation mega-scale contract to build a shopping mall in northern ireland, uk. project emphasizes sustainability."
win-20624,ferrovial,"smart city in argentina, argentina",commercial,latin america,argentina,argentina,6024.6849999999995,2023-12-06,municipality,12,water conservation,lump sum,delayed,mega,"ferrovial secured a commercial mega-scale contract to build a metro system in argentina, argentina. project emphasizes innovation."
win-20625,shimizu corporation,"metro system in queensland, australia",transportation,australia,australia,queensland,441.53,2021-12-18,private developer,52,waste reduction,cost-plus,on hold,medium,"shimizu corporation secured a transportation medium-scale contract to build a metro system in queensland, australia. project emphasizes sustainability."
win-20626,thiess,"oil pipeline in western cape, south africa",infrastructure,africa,south africa,western cape,6024.6849999999995,2022-05-10,state-owned enterprise,10,waste reduction,cost-plus,on track,mega,"thiess secured a infrastructure mega-scale contract to build a oil pipeline in western cape, south africa. project emphasizes community impact."
win-20627,turner construction,"smart city in western australia, australia",utilities,australia,australia,western australia,82.46,2021-07-06,government,65,carbon neutrality,fixed-price,cancelled,small,"turner construction secured a utilities small-scale contract to build a solar plant in western australia, australia. project emphasizes innovation."
win-20628,skanska,"warehouse in kenya, kenya",infrastructure,africa,kenya,kenya,184.84,2020-06-13,state-owned enterprise,7,waste reduction,lump sum,on track,medium,"skanska secured a infrastructure medium-scale contract to build a school in kenya, kenya. project emphasizes digitalization."
win-20629,ferrovial,"oil pipeline in new south wales, australia",education,australia,australia,new south wales,36.93,2022-01-28,international agency,11,unknown,fixed-price,delayed,small,"ferrovial secured a education small-scale contract to build a dam in new south wales, australia. project emphasizes innovation."
win-20630,cpb contractors,"airport in netherlands, netherlands",energy,europe,netherlands,netherlands,6024.6849999999995,2024-04-26,private developer,20,waste reduction,fixed-price,completed,mega,"cpb contractors secured a energy mega-scale contract to build a stadium in netherlands, netherlands. project emphasizes sustainability."
win-20631,shimizu corporation,"bridge in western australia, australia",commercial,australia,australia,western australia,235.34,2023-11-30,ngo,57,unknown,cost-plus,cancelled,medium,"shimizu corporation secured a commercial medium-scale contract to build a power plant in western australia, australia. project emphasizes digitalization."
win-20632,mccarthy,"dam in western cape, south africa",industrial,africa,south africa,western cape,243.24,2021-05-18,municipality,46,water conservation,time and materials,completed,medium,"mccarthy secured a industrial medium-scale contract to build a metro system in western cape, south africa. project emphasizes sustainability."
win-20633,samsung c&t,"high-rise building in malaysia, malaysia",commercial,asia-pacific,malaysia,malaysia,626.92,2023-11-18,municipality,55,community engagement,cost-plus,on track,large,"samsung c&t secured a commercial large-scale contract to build a refinery in malaysia, malaysia. project emphasizes digitalization."
win-20634,pcl construction,"airport in malaysia, malaysia",infrastructure,asia-pacific,malaysia,malaysia,79.17,2020-06-04,international agency,81,green building,time and materials,on track,small,"pcl construction secured a infrastructure small-scale contract to build a university campus in malaysia, malaysia. project emphasizes sustainability."
win-20635,mace group,"high-rise building in kuwait, kuwait",energy,middle east,kuwait,kuwait,1567.24,2022-11-07,municipality,12,unknown,unit price,on hold,large,"mace group secured a energy large-scale contract to build a refinery in kuwait, kuwait. project emphasizes community impact."
win-20636,cpb contractors,"smart city in algeria, algeria",industrial,africa,algeria,algeria,309.29,2020-10-01,corporate,72,carbon neutrality,time and materials,cancelled,medium,"cpb contractors secured a industrial medium-scale contract to build a airport in algeria, algeria. project emphasizes innovation."
win-20637,larsen & toubro,"solar plant in morocco, morocco",infrastructure,africa,morocco,morocco,3970.71,2023-06-15,private developer,30,green building,time and materials,on hold,mega,"larsen & toubro secured a infrastructure mega-scale contract to build a dam in morocco, morocco. project emphasizes safety."
win-20638,aecom,"refinery in kuwait, kuwait",energy,middle east,kuwait,kuwait,71.21,2023-12-11,utility company,66,renewable energy,unit price,cancelled,small,"aecom secured a energy small-scale contract to build a warehouse in kuwait, kuwait. project emphasizes innovation."
win-20639,clark construction,"port in queensland, australia",energy,australia,australia,queensland,4830.93,2020-07-01,municipality,14,green building,unit price,on track,mega,"clark construction secured a energy mega-scale contract to build a oil pipeline in queensland, australia. project emphasizes sustainability."
win-20640,saipem,"hospital in new york, usa",healthcare,north america,usa,new york,352.2,2022-07-01,ngo,8,waste reduction,fixed-price,on hold,medium,"saipem secured a healthcare medium-scale contract to build a railway in new york, usa. project emphasizes sustainability."
win-20641,bouygues,"residential complex in washington, usa",industrial,north america,usa,washington,6024.6849999999995,2020-06-16,state-owned enterprise,70,community engagement,lump sum,delayed,mega,"bouygues secured a industrial mega-scale contract to build a residential complex in washington, usa. project emphasizes safety."
win-20642,ferrovial,"refinery in chile, chile",residential,latin america,chile,chile,4978.85,2020-12-30,private developer,21,carbon neutrality,unit price,cancelled,mega,"ferrovial secured a residential mega-scale contract to build a bridge in chile, chile. project emphasizes digitalization."
win-20643,multiplex,"airport in japan, japan",transportation,asia-pacific,japan,japan,5256.98,2023-05-18,international agency,53,renewable energy,cost-plus,cancelled,mega,"multiplex secured a transportation mega-scale contract to build a water treatment plant in japan, japan. project emphasizes digitalization."
win-20644,skanska,"water treatment plant in algeria, algeria",utilities,africa,algeria,algeria,1493.75,2024-09-11,international agency,38,waste reduction,time and materials,completed,large,"skanska secured a utilities large-scale contract to build a metro system in algeria, algeria. project emphasizes innovation."
win-20645,china state construction,"residential complex in mexico, mexico",healthcare,north america,mexico,mexico,6024.6849999999995,2023-07-31,ngo,54,waste reduction,cost-plus,on track,mega,"china state construction secured a healthcare mega-scale contract to build a hospital in mexico, mexico. project emphasizes sustainability."
win-20646,ferrovial,"school in chile, chile",commercial,latin america,chile,chile,23.62,2021-02-22,international agency,34,renewable energy,lump sum,on track,small,"ferrovial secured a commercial small-scale contract to build a hospital in chile, chile. project emphasizes digitalization."
win-20647,bouygues,"water treatment plant in queensland, australia",healthcare,australia,australia,queensland,418.47,2021-08-03,utility company,60,renewable energy,lump sum,delayed,medium,"bouygues secured a healthcare medium-scale contract to build a wind farm in queensland, australia. project emphasizes safety."
win-20648,lendlease,"school in south korea, south korea",healthcare,asia-pacific,south korea,south korea,160.83,2020-11-10,government,79,green building,fixed-price,on hold,medium,"lendlease secured a healthcare medium-scale contract to build a railway in south korea, south korea. project emphasizes digitalization."
win-20649,dragados,"university campus in venezuela, venezuela",energy,latin america,venezuela,venezuela,893.69,2024-09-02,corporate,40,renewable energy,cost-plus,on hold,large,"dragados secured a energy large-scale contract to build a university campus in venezuela, venezuela. project emphasizes innovation."
win-20650,aecom,"smart city in quebec, canada",education,north america,canada,quebec,6024.6849999999995,2021-06-09,public-private partnership,11,green building,fixed-price,delayed,mega,"aecom secured a education mega-scale contract to build a wind farm in quebec, canada. project emphasizes sustainability."
win-20651,vinci,"port in netherlands, netherlands",commercial,europe,netherlands,netherlands,467.52,2021-01-11,corporate,6,waste reduction,lump sum,delayed,medium,"vinci secured a commercial medium-scale contract to build a warehouse in netherlands, netherlands. project emphasizes innovation."
win-20652,kajima corporation,"dam in spain, spain",energy,europe,spain,spain,452.4,2020-08-04,government,13,green building,unit price,on track,medium,"kajima corporation secured a energy medium-scale contract to build a smart city in spain, spain. project emphasizes innovation."
win-20653,mortenson construction,"bridge in argentina, argentina",residential,latin america,argentina,argentina,914.06,2023-03-03,state-owned enterprise,19,waste reduction,time and materials,on track,large,"mortenson construction secured a residential large-scale contract to build a smart city in argentina, argentina. project emphasizes community impact."
win-20654,obayashi corporation,"stadium in colombia, colombia",transportation,latin america,colombia,colombia,6024.6849999999995,2021-01-28,corporate,76,carbon neutrality,fixed-price,cancelled,mega,"obayashi corporation secured a transportation mega-scale contract to build a hospital in colombia, colombia. project emphasizes community impact."
win-20655,samsung c&t,"railway in japan, japan",utilities,asia-pacific,japan,japan,1729.21,2023-08-01,international agency,25,unknown,fixed-price,completed,large,"samsung c&t secured a utilities large-scale contract to build a refinery in japan, japan. project emphasizes digitalization."
win-20656,china state construction,"residential complex in northern ireland, uk",infrastructure,europe,uk,northern ireland,34.06,2023-01-08,private developer,36,renewable energy,time and materials,delayed,small,"china state construction secured a infrastructure small-scale contract to build a dam in northern ireland, uk. project emphasizes sustainability."
win-20657,strabag,"dam in morocco, morocco",infrastructure,africa,morocco,morocco,4845.43,2023-05-08,international agency,35,green building,lump sum,on hold,mega,"strabag secured a infrastructure mega-scale contract to build a residential complex in morocco, morocco. project emphasizes safety."
win-20658,multiplex,"airport in egypt, egypt",transportation,africa,egypt,egypt,403.62,2021-02-25,corporate,29,unknown,lump sum,on track,medium,"multiplex secured a transportation medium-scale contract to build a dam in egypt, egypt. project emphasizes safety."
win-20659,vinci,"dam in peru, peru",transportation,latin america,peru,peru,385.36,2024-08-04,ngo,75,community engagement,fixed-price,on track,medium,"vinci secured a transportation medium-scale contract to build a residential complex in peru, peru. project emphasizes safety."
win-20660,mccarthy,"power plant in malaysia, malaysia",healthcare,asia-pacific,malaysia,malaysia,808.37,2024-06-19,government,26,community engagement,fixed-price,on track,large,"mccarthy secured a healthcare large-scale contract to build a high-rise building in malaysia, malaysia. project emphasizes community impact."
win-20661,leighton asia,"oil pipeline in tamil nadu, india",utilities,asia-pacific,india,tamil nadu,1305.55,2025-02-01,utility company,35,water conservation,lump sum,cancelled,large,"leighton asia secured a utilities large-scale contract to build a water treatment plant in tamil nadu, india. project emphasizes digitalization."
win-20662,kiewit,"shopping mall in egypt, egypt",industrial,africa,egypt,egypt,83.98,2020-11-23,international agency,79,waste reduction,lump sum,completed,small,"kiewit secured a industrial small-scale contract to build a university campus in egypt, egypt. project emphasizes community impact."
win-20663,salini impregilo,"dam in france, france",commercial,europe,france,france,316.2,2023-07-11,utility company,22,renewable energy,unit price,on track,medium,"salini impregilo secured a commercial medium-scale contract to build a oil pipeline in france, france. project emphasizes digitalization."
win-20664,hochtief,"school in kenya, kenya",transportation,africa,kenya,kenya,2048.06,2024-09-05,corporate,62,water conservation,unit price,cancelled,mega,"hochtief secured a transportation mega-scale contract to build a solar plant in kenya, kenya. project emphasizes innovation."
win-20665,acciona,"wind farm in singapore, singapore",healthcare,asia-pacific,singapore,singapore,94.18,2023-01-13,international agency,31,waste reduction,fixed-price,delayed,small,"acciona secured a healthcare small-scale contract to build a metro system in singapore, singapore. project emphasizes safety."
win-20666,samsung c&t,"warehouse in argentina, argentina",commercial,latin america,argentina,argentina,3913.61,2020-08-09,corporate,39,green building,time and materials,on track,mega,"samsung c&t secured a commercial mega-scale contract to build a port in argentina, argentina. project emphasizes innovation."
win-20667,bouygues,"power plant in western australia, australia",commercial,australia,australia,western australia,6024.6849999999995,2021-03-18,corporate,18,water conservation,cost-plus,cancelled,mega,"bouygues secured a commercial mega-scale contract to build a warehouse in western australia, australia. project emphasizes sustainability."
win-20668,jacobs,"smart city in new york, usa",transportation,north america,usa,new york,6024.6849999999995,2022-04-27,international agency,37,carbon neutrality,cost-plus,delayed,mega,"jacobs secured a transportation mega-scale contract to build a power plant in new york, usa. project emphasizes sustainability."
win-20669,bechtel,"high-rise building in mexico, mexico",residential,north america,mexico,mexico,5190.72,2022-12-05,corporate,56,unknown,fixed-price,on hold,mega,"bechtel secured a residential mega-scale contract to build a solar plant in mexico, mexico. project emphasizes digitalization."
win-20670,kajima corporation,"water treatment plant in victoria, australia",energy,australia,australia,victoria,61.63,2024-04-01,state-owned enterprise,79,waste reduction,unit price,cancelled,small,"kajima corporation secured a energy small-scale contract to build a power plant in victoria, australia. project emphasizes innovation."
win-20671,cpb contractors,"bridge in shanghai, china",healthcare,asia-pacific,china,shanghai,2689.66,2021-09-25,utility company,45,community engagement,time and materials,on hold,mega,"cpb contractors secured a healthcare mega-scale contract to build a university campus in shanghai, china. project emphasizes sustainability."
win-20672,gilbane,"railway in nigeria, nigeria",energy,africa,nigeria,nigeria,6024.6849999999995,2020-10-14,public-private partnership,39,green building,unit price,completed,mega,"gilbane secured a energy mega-scale contract to build a railway in nigeria, nigeria. project emphasizes safety."
win-20673,mccarthy,"residential complex in indonesia, indonesia",healthcare,asia-pacific,indonesia,indonesia,413.47,2021-08-09,international agency,36,green building,lump sum,delayed,medium,"mccarthy secured a healthcare medium-scale contract to build a stadium in indonesia, indonesia. project emphasizes community impact."
win-20674,multiplex,"railway in western australia, australia",infrastructure,australia,australia,western australia,5740.57,2021-04-14,municipality,63,water conservation,cost-plus,completed,mega,"multiplex secured a infrastructure mega-scale contract to build a residential complex in western australia, australia. project emphasizes safety."
win-20675,larsen & toubro,"bridge in japan, japan",education,asia-pacific,japan,japan,639.07,2024-05-18,private developer,13,green building,fixed-price,completed,large,"larsen & toubro secured a education large-scale contract to build a water treatment plant in japan, japan. project emphasizes community impact."
win-20676,kajima corporation,"university campus in nigeria, nigeria",industrial,africa,nigeria,nigeria,492.55,2025-01-04,public-private partnership,8,green building,lump sum,delayed,medium,"kajima corporation secured a industrial medium-scale contract to build a port in nigeria, nigeria. project emphasizes innovation."
win-20677,turner construction,"highway in kenya, kenya",utilities,africa,kenya,kenya,1596.96,2024-12-25,government,26,water conservation,cost-plus,completed,large,"turner construction secured a utilities large-scale contract to build a wind farm in kenya, kenya. project emphasizes digitalization."
win-20678,hochtief,"smart city in jiangsu, china",transportation,asia-pacific,china,jiangsu,2615.78,2024-03-17,public-private partnership,48,water conservation,time and materials,completed,mega,"hochtief secured a transportation mega-scale contract to build a power plant in jiangsu, china. project emphasizes community impact."
win-20679,thiess,"smart city in illinois, usa",energy,north america,usa,illinois,1945.37,2021-05-23,state-owned enterprise,13,unknown,time and materials,on hold,large,"thiess secured a energy large-scale contract to build a wind farm in illinois, usa. project emphasizes innovation."
win-20680,pcl construction,"university campus in singapore, singapore",commercial,asia-pacific,singapore,singapore,1285.74,2022-11-30,private developer,26,water conservation,unit price,cancelled,large,"pcl construction secured a commercial large-scale contract to build a school in singapore, singapore. project emphasizes community impact."
win-20681,china state construction,"shopping mall in victoria, australia",healthcare,australia,australia,victoria,6024.6849999999995,2020-12-30,state-owned enterprise,13,green building,lump sum,on hold,mega,"china state construction secured a healthcare mega-scale contract to build a stadium in victoria, australia. project emphasizes innovation."
win-20682,salini impregilo,"refinery in qatar, qatar",education,middle east,qatar,qatar,863.66,2023-01-01,government,6,renewable energy,fixed-price,on hold,large,"salini impregilo secured a education large-scale contract to build a hospital in qatar, qatar. project emphasizes community impact."
win-20683,hyundai e&c,"dam in netherlands, netherlands",education,europe,netherlands,netherlands,490.51,2023-08-31,public-private partnership,20,green building,cost-plus,completed,medium,"hyundai e&c secured a education medium-scale contract to build a high-rise building in netherlands, netherlands. project emphasizes safety."
win-20684,snc-lavalin,"oil pipeline in saudi arabia, saudi arabia",energy,middle east,saudi arabia,saudi arabia,5140.51,2022-08-16,government,25,carbon neutrality,unit price,on track,mega,"snc-lavalin secured a energy mega-scale contract to build a residential complex in saudi arabia, saudi arabia. project emphasizes safety."
win-20685,snc-lavalin,"highway in venezuela, venezuela",industrial,latin america,venezuela,venezuela,1926.29,2023-07-14,utility company,26,unknown,lump sum,cancelled,large,"snc-lavalin secured a industrial large-scale contract to build a warehouse in venezuela, venezuela. project emphasizes innovation."
win-20686,bam group,"hospital in northern ireland, uk",energy,europe,uk,northern ireland,6024.6849999999995,2024-07-11,municipality,12,unknown,unit price,cancelled,mega,"bam group secured a energy mega-scale contract to build a school in northern ireland, uk. project emphasizes safety."
win-20687,turner construction,"high-rise building in france, france",residential,europe,france,france,28.46,2021-12-31,ngo,25,water conservation,fixed-price,completed,small,"turner construction secured a residential small-scale contract to build a university campus in france, france. project emphasizes sustainability."
win-20688,gilbane,"oil pipeline in germany, germany",industrial,europe,germany,germany,153.61,2024-03-30,government,56,community engagement,time and materials,completed,medium,"gilbane secured a industrial medium-scale contract to build a solar plant in germany, germany. project emphasizes sustainability."
win-20689,laing o’rourke,"port in delhi, india",industrial,asia-pacific,india,delhi,382.84,2024-01-21,utility company,61,water conservation,cost-plus,cancelled,medium,"laing o’rourke secured a industrial medium-scale contract to build a dam in delhi, india. project emphasizes digitalization."
win-20690,dragados,"dam in victoria, australia",commercial,australia,australia,victoria,840.37,2020-08-23,utility company,32,community engagement,lump sum,completed,large,"dragados secured a commercial large-scale contract to build a shopping mall in victoria, australia. project emphasizes safety."
win-20691,bam group,"high-rise building in south korea, south korea",utilities,asia-pacific,south korea,south korea,333.49,2022-01-09,municipality,15,green building,fixed-price,on track,medium,"bam group secured a utilities medium-scale contract to build a shopping mall in south korea, south korea. project emphasizes digitalization."
win-20692,dragados,"residential complex in japan, japan",energy,asia-pacific,japan,japan,53.68,2022-02-01,municipality,32,waste reduction,cost-plus,delayed,small,"dragados secured a energy small-scale contract to build a residential complex in japan, japan. project emphasizes safety."
win-20693,mace group,"dam in kuwait, kuwait",energy,middle east,kuwait,kuwait,50.65,2021-09-12,public-private partnership,52,green building,cost-plus,cancelled,small,"mace group secured a energy small-scale contract to build a refinery in kuwait, kuwait. project emphasizes community impact."
win-20694,mccarthy,"shopping mall in georgia, usa",energy,north america,usa,georgia,113.8,2020-12-09,private developer,73,unknown,lump sum,delayed,medium,"mccarthy secured a energy medium-scale contract to build a warehouse in georgia, usa. project emphasizes community impact."
win-20695,obayashi corporation,"railway in uae, uae",energy,middle east,uae,uae,259.14,2020-06-26,corporate,84,carbon neutrality,unit price,delayed,medium,"obayashi corporation secured a energy medium-scale contract to build a wind farm in uae, uae. project emphasizes innovation."
win-20696,laing o’rourke,"shopping mall in new south wales, australia",energy,asia-pacific,australia,new south wales,88.44,2022-01-01,government,80,waste reduction,fixed-price,delayed,small,"laing o’rourke secured a energy small-scale contract to build a residential complex in new south wales, australia. project emphasizes safety."
win-20697,bam group,"bridge in morocco, morocco",healthcare,africa,morocco,morocco,1385.56,2023-08-05,ngo,10,carbon neutrality,fixed-price,delayed,large,"bam group secured a healthcare large-scale contract to build a stadium in morocco, morocco. project emphasizes innovation."
win-20698,mortenson construction,"power plant in victoria, australia",industrial,australia,australia,victoria,319.54,2021-05-26,ngo,42,green building,fixed-price,cancelled,medium,"mortenson construction secured a industrial medium-scale contract to build a bridge in victoria, australia. project emphasizes safety."
win-20699,larsen & toubro,"port in spain, spain",residential,europe,spain,spain,5482.06,2024-07-07,international agency,72,community engagement,time and materials,on hold,mega,"larsen & toubro secured a residential mega-scale contract to build a dam in spain, spain. project emphasizes innovation."
win-20700,jacobs,"airport in kuwait, kuwait",transportation,middle east,kuwait,kuwait,388.6,2022-02-16,government,48,renewable energy,cost-plus,on hold,medium,"jacobs secured a transportation medium-scale contract to build a data center in kuwait, kuwait. project emphasizes innovation."
win-20701,saipem,"stadium in new south wales, australia",education,australia,australia,new south wales,38.08,2021-08-23,international agency,64,unknown,cost-plus,on hold,small,"saipem secured a education small-scale contract to build a airport in new south wales, australia. project emphasizes safety."
win-20702,mace group,"smart city in egypt, egypt",industrial,africa,egypt,egypt,975.92,2022-11-23,state-owned enterprise,37,community engagement,fixed-price,delayed,large,"mace group secured a industrial large-scale contract to build a highway in egypt, egypt. project emphasizes sustainability."
win-20703,ferrovial,"railway in british columbia, canada",commercial,north america,canada,british columbia,60.19,2021-06-24,ngo,34,renewable energy,time and materials,completed,small,"ferrovial secured a commercial small-scale contract to build a data center in british columbia, canada. project emphasizes innovation."
win-20704,hochtief,"data center in guangdong, china",transportation,asia-pacific,china,guangdong,1070.11,2021-04-04,private developer,61,community engagement,cost-plus,on track,large,"hochtief secured a transportation large-scale contract to build a metro system in guangdong, china. project emphasizes innovation."
win-20705,larsen & toubro,"stadium in sweden, sweden",education,europe,sweden,sweden,6024.6849999999995,2021-11-21,public-private partnership,82,water conservation,time and materials,completed,mega,"larsen & toubro secured a education mega-scale contract to build a railway in sweden, sweden. project emphasizes innovation."
win-20706,balfour beatty,"oil pipeline in colombia, colombia",industrial,latin america,colombia,colombia,2956.73,2022-07-31,state-owned enterprise,28,water conservation,cost-plus,cancelled,mega,"balfour beatty secured a industrial mega-scale contract to build a stadium in colombia, colombia. project emphasizes sustainability."
